"","Species","Genus","Subspecies","ValidBinomial","Year"
"130261","castelnaui","Laringa","ottonis","Laringa castelnaui",1900
"130263","horsfieldii","Laringa",NA,"Laringa horsfieldii",1833
"130270","horsfieldii","Laringa","andamanensis","Laringa horsfieldii",1895
"130271","horsfieldii","Laringa","glaucescens","Laringa horsfieldii",1895
"130272","horsfieldii","Laringa","senta","Laringa horsfieldii",1899
"130273","horsfieldii","Laringa","velitra","Laringa horsfieldii",1911
"130278","aspidos","Larinopoda",NA,"Larinopoda aspidos",1890
"130293","batesi","Larinopoda",NA,"Larinopoda batesi",1926
"130301","eurema","Larinopoda",NA,"Larinopoda eurema",1880
"130318","lagyra","Larinopoda",NA,"Larinopoda lagyra",1866
"130341","lagyra","Larinopoda","reducta","Larinopoda lagyra",1981
"130344","lircaea","Larinopoda",NA,"Larinopoda lircaea",1866
"130393","tera","Larinopoda",NA,"Larinopoda tera",1873
"130407","aerugo","Lasaia",NA,"Lasaia aerugo",1972
"130409","agesilas","Lasaia",NA,"Lasaia agesilas",1809
"130438","agesilas","Lasaia","callaina","Lasaia agesilas",1972
"130440","arsis","Lasaia",NA,"Lasaia arsis",1887
"130458","cutisca","Lasaia",NA,"Lasaia cutisca",1998
"130464","incoides","Lasaia",NA,"Lasaia incoides",1902
"130472","kennethi","Lasaia",NA,"Lasaia kennethi",1901
"130475","lalannei","Lasaia",NA,"Lasaia lalannei",2008
"130476","maria","Lasaia",NA,"Lasaia maria",1972
"130480","maria","Lasaia","anna","Lasaia maria",1972
"130481","maritima","Lasaia",NA,"Lasaia maritima",2001
"130483","meris","Lasaia",NA,"Lasaia meris",1781
"130499","moeros","Lasaia",NA,"Lasaia moeros",1888
"130505","oileus","Lasaia",NA,"Lasaia oileus",1903
"130519","pseudomeris","Lasaia",NA,"Lasaia pseudomeris",1972
"130533","sessilis","Lasaia",NA,"Lasaia sessilis",1890
"130537","sula","Lasaia",NA,"Lasaia sula",1888
"130558","sula","Lasaia","peninsularis","Lasaia sula",1972
"130560","adrastoides","Lasiommata",NA,"Lasiommata adrastoides",1869
"130564","ananda","Lasiommata",NA,"Lasiommata ananda",2001
"130577","felix","Lasiommata",NA,"Lasiommata felix",1929
"130586","hindukushica","Lasiommata",NA,"Lasiommata hindukushica",1966
"130591","kasumi","Lasiommata",NA,"Lasiommata kasumi",1995
"130601","maderakal","Lasiommata",NA,"Lasiommata maderakal",1849
"130604","maera","Lasiommata",NA,"Lasiommata maera",1758
"130696","maeroides","Lasiommata",NA,"Lasiommata maeroides",1867
"130697","maerula","Lasiommata",NA,"Lasiommata maerula",1867
"130699","maerula","Lasiommata","tarbena","Lasiommata maerula",1949
"130700","majuscula","Lasiommata",NA,"Lasiommata majuscula",1892
"130701","majuscula","Lasiommata","bodhi","Lasiommata majuscula",2015
"130702","meadewaldoi","Lasiommata",NA,"Lasiommata meadewaldoi",1917
"130705","megera","Lasiommata",NA,"Lasiommata megera",1767
"130795","megera","Lasiommata","australis","Lasiommata megera",1847
"130796","megera","Lasiommata","megaerina","Lasiommata megera",1851
"130797","megera","Lasiommata","usticae","Lasiommata megera",2015
"130798","menava","Lasiommata",NA,"Lasiommata menava",1865
"130810","minuscula","Lasiommata",NA,"Lasiommata minuscula",1923
"130816","paramegaera","Lasiommata",NA,"Lasiommata paramegaera",1824
"130819","petropolitana","Lasiommata",NA,"Lasiommata petropolitana",1787
"130871","schakra","Lasiommata",NA,"Lasiommata schakra",1844
"130878","schakra","Lasiommata","aiyuna","Lasiommata schakra",1949
"130883","zagrossica","Lasiommata",NA,"Lasiommata zagrossica",2005
"130887","alkaios","Lasiophila",NA,"Lasiophila alkaios",1928
"130888","alkaios","Lasiophila","gita","Lasiophila alkaios",1975
"130892","circe","Lasiophila",NA,"Lasiophila circe",1859
"130895","circe","Lasiophila","arithmetica","Lasiophila circe",2007
"130896","circe","Lasiophila","cnephas","Lasiophila circe",1907
"130897","circe","Lasiophila","farallonensis","Lasiophila circe",2007
"130898","circe","Lasiophila","zarathustra","Lasiophila circe",1907
"130899","ciris","Lasiophila",NA,"Lasiophila ciris",1907
"130900","cirta","Lasiophila",NA,"Lasiophila cirta",1859
"130902","cirta","Lasiophila","atropurpurea","Lasiophila cirta",2004
"130910","hewitsonia","Lasiophila",NA,"Lasiophila hewitsonia",1868
"130912","hewitsonia","Lasiophila","neda","Lasiophila hewitsonia",1907
"130917","lucuma","Lasiophila",NA,"Lasiophila lucuma",2011
"130918","luna","Lasiophila",NA,"Lasiophila luna",2006
"130923","orbifera","Lasiophila",NA,"Lasiophila orbifera",1868
"130932","orbifera","Lasiophila","intercepta","Lasiophila orbifera",1907
"130933","orbifera","Lasiophila","pura","Lasiophila orbifera",1907
"130935","palades","Lasiophila",NA,"Lasiophila palades",1872
"130937","palades","Lasiophila","limes","Lasiophila palades",1999
"130938","palades","Lasiophila","persepolis","Lasiophila palades",1872
"130939","parthyene","Lasiophila",NA,"Lasiophila parthyene",1872
"130942","phalaesia","Lasiophila",NA,"Lasiophila phalaesia",1868
"130945","phalaesia","Lasiophila","alce","Lasiophila phalaesia",1999
"130946","phalaesia","Lasiophila","confusa","Lasiophila phalaesia",1897
"130947","phalaesia","Lasiophila","kroli","Lasiophila phalaesia",1999
"130948","piscina","Lasiophila",NA,"Lasiophila piscina",1903
"130951","prosymna","Lasiophila",NA,"Lasiophila prosymna",1857
"130953","prosymna","Lasiophila","dirempta","Lasiophila prosymna",1907
"130956","regia","Lasiophila",NA,"Lasiophila regia",1897
"130959","zapatoza","Lasiophila",NA,"Lasiophila zapatoza",1851
"130964","zapatoza","Lasiophila","elusiva","Lasiophila zapatoza",2007
"130965","zapatoza","Lasiophila","manaurera","Lasiophila zapatoza",1979
"130966","zapatoza","Lasiophila","meridae","Lasiophila zapatoza",1981
"130967","zapatoza","Lasiophila","semipartita","Lasiophila zapatoza",1912
"130968","zapatoza","Lasiophila","sombra","Lasiophila zapatoza",1907
"130970","bella","Lasippa",NA,"Lasippa bella",1889
"130973","ebusa","Lasippa",NA,"Lasippa ebusa",1863
"130976","ebusa","Lasippa","euphemia","Lasippa ebusa",1908
"130977","ebusa","Lasippa","laetitia","Lasippa ebusa",1908
"130979","heliodore","Lasippa",NA,"Lasippa heliodore",1787
"130991","heliodore","Lasippa","dorelia","Lasippa heliodore",1879
"130992","heliodore","Lasippa","roepkei","Lasippa heliodore",1959
"130994","illigera","Lasippa",NA,"Lasippa illigera",1821
"130995","illigera","Lasippa","alabatana","Lasippa illigera",1908
"130996","illigera","Lasippa","calayana","Lasippa illigera",1908
"130997","illigera","Lasippa","hegesias","Lasippa illigera",1912
"130998","illigera","Lasippa","pia","Lasippa illigera",1908
"130999","illigera","Lasippa","sibuyana","Lasippa illigera",1985
"131000","illigerella","Lasippa",NA,"Lasippa illigerella",1889
"131002","monata","Lasippa",NA,"Lasippa monata",1874
"131016","monata","Lasippa","cura","Lasippa monata",1885
"131017","monata","Lasippa","khoai","Lasippa monata",2014
"131018","monata","Lasippa","sibutuana","Lasippa monata",1985
"131019","neriphus","Lasippa",NA,"Lasippa neriphus",1868
"131020","neriphus","Lasippa","sangira","Lasippa neriphus",1908
"131021","neriphus","Lasippa","tawayana","Lasippa neriphus",1900
"131022","pata","Lasippa",NA,"Lasippa pata",1858
"131023","pata","Lasippa","patalina","Lasippa pata",1892
"131024","pata","Lasippa","samarana","Lasippa pata",1996
"131025","pata","Lasippa","semperi","Lasippa pata",1899
"131026","pizarrasi","Lasippa",NA,"Lasippa pizarrasi",1986
"131030","tiga","Lasippa",NA,"Lasippa tiga",1858
"131042","tiga","Lasippa","camboja","Lasippa tiga",1879
"131043","tiga","Lasippa","empat","Lasippa tiga",1985
"131044","tiga","Lasippa","niasana","Lasippa tiga",1899
"131045","tiga","Lasippa","siaka","Lasippa tiga",1879
"131046","tiga","Lasippa","siberuta","Lasippa tiga",1942
"131047","viraja","Lasippa",NA,"Lasippa viraja",1872
"131061","viraja","Lasippa","hera","Lasippa viraja",1985
"131062","viraja","Lasippa","kanara","Lasippa viraja",1924
"131063","viraja","Lasippa","nar","Lasippa viraja",1891
"131065","carolyna","Lathecla",NA,"Lathecla carolyna",2015
"131066","fernandezi","Lathecla",NA,"Lathecla fernandezi",2015
"131067","latagus","Lathecla",NA,"Lathecla latagus",1887
"131073","mimula","Lathecla",NA,"Lathecla mimula",1920
"131075","mitzi","Lathecla",NA,"Lathecla mitzi",2015
"131076","vichai","Lathecla",NA,"Lathecla vichai",2015
"131077","winnie","Lathecla",NA,"Lathecla winnie",2015
"131084","ischaris","Laxita",NA,"Laxita ischaris",1824
"131098","teneta","Laxita",NA,"Laxita teneta",1861
"131101","thuisto","Laxita",NA,"Laxita thuisto",1861
"131111","thuisto","Laxita","ephorus","Laxita thuisto",1904
"131112","thuisto","Laxita","eutyches","Laxita thuisto",1912
"131113","thuisto","Laxita","langkawiensis","Laxita thuisto",1998
"131114","thuisto","Laxita","melanotica","Laxita thuisto",1944
"131115","thuisto","Laxita","obscura","Laxita thuisto",1991
"131116","thuisto","Laxita","sawaja","Laxita thuisto",1914
"131117","thuisto","Laxita","therikles","Laxita thuisto",1912
"131129","martha","Lebadea",NA,"Lebadea martha",1787
"131156","martha","Lebadea","alankara","Lebadea martha",1829
"131157","martha","Lebadea","baliensis","Lebadea martha",1932
"131158","martha","Lebadea","bankana","Lebadea martha",1913
"131159","martha","Lebadea","distincta","Lebadea martha",1942
"131160","martha","Lebadea","formosa","Lebadea martha",1993
"131161","martha","Lebadea","jecieli","Lebadea martha",1990
"131162","martha","Lebadea","luxus","Lebadea martha",1991
"131163","martha","Lebadea","malayana","Lebadea martha",1902
"131164","martha","Lebadea","moorei","Lebadea martha",1930
"131165","martha","Lebadea","natuna","Lebadea martha",1902
"131166","martha","Lebadea","ohnishii","Lebadea martha",1990
"131167","martha","Lebadea","paduka","Lebadea martha",1858
"131168","martha","Lebadea","parkeri","Lebadea martha",1978
"131169","martha","Lebadea","paulina","Lebadea martha",1889
"131170","martha","Lebadea","pava","Lebadea martha",1906
"131171","martha","Lebadea","phalero","Lebadea martha",1991
"131172","martha","Lebadea","polio","Lebadea martha",1991
"131173","martha","Lebadea","rufulus","Lebadea martha",1991
"131174","martha","Lebadea","sebuku","Lebadea martha",1993
"131175","martha","Lebadea","sumatrensis","Lebadea martha",1886
"131176","martha","Lebadea","tessellata","Lebadea martha",1990
"131177","martha","Lebadea","undulata","Lebadea martha",1990
"131214","albofasciata","Lemonias",NA,"Lemonias albofasciata",1903
"131241","caliginea","Lemonias",NA,"Lemonias caliginea",1867
"131262","egaensis","Lemonias",NA,"Lemonias egaensis",1867
"131313","ochracea","Lemonias",NA,"Lemonias ochracea",1902
"131335","sontella","Lemonias",NA,"Lemonias sontella",1902
"131339","stalachtioides","Lemonias",NA,"Lemonias stalachtioides",1867
"131347","theodora","Lemonias",NA,"Lemonias theodora",1903
"131353","zygia","Lemonias",NA,"Lemonias zygia",1807
"131367","zygia","Lemonias","chea","Lemonias zygia",1863
"131368","apta","Lento",NA,"Lento apta",1955
"131370","ferrago","Lento",NA,"Lento ferrago",1884
"131372","flavocostata","Lento",NA,"Lento flavocostata",1884
"131374","genta","Lento",NA,"Lento genta",1955
"131376","grosso","Lento",NA,"Lento grosso",1981
"131378","hermione","Lento",NA,"Lento hermione",1913
"131382","hermione","Lento","vina","Lento hermione",1955
"131383","imerius","Lento",NA,"Lento imerius",1884
"131386","kadeni","Lento",NA,"Lento kadeni",1955
"131387","krexoides","Lento",NA,"Lento krexoides",1940
"131390","lento","Lento",NA,"Lento lento",1878
"131398","listo","Lento",NA,"Lento listo",1955
"131399","longa","Lento",NA,"Lento longa",1955
"131402","lora","Lento",NA,"Lento lora",1955
"131406","lotus","Lento",NA,"Lento lotus",1947
"131408","lucto","Lento",NA,"Lento lucto",1955
"131412","ludo","Lento",NA,"Lento ludo",1955
"131415","pyra","Lento",NA,"Lento pyra",1955
"131417","vicinus","Lento",NA,"Lento vicinus",1884
"131419","xanthina","Lento",NA,"Lento xanthina",1891
"131425","dysoni","Leodonta",NA,"Leodonta dysoni",1847
"131434","dysoni","Leodonta","batzebina","Leodonta dysoni",1924
"131435","dysoni","Leodonta","marginata","Leodonta dysoni",1902
"131442","tagaste","Leodonta",NA,"Leodonta tagaste",1859
"131446","tagaste","Leodonta","calderoni","Leodonta tagaste",2010
"131447","tagaste","Leodonta","colombiana","Leodonta tagaste",2004
"131448","tagaste","Leodonta","extrema","Leodonta tagaste",2010
"131449","tagaste","Leodonta","peruana","Leodonta tagaste",2010
"131450","tellane","Leodonta",NA,"Leodonta tellane",1860
"131457","tellane","Leodonta","chiriquensis","Leodonta tellane",1884
"131458","tellane","Leodonta","intermedia","Leodonta tellane",1908
"131459","tellane","Leodonta","tingomariae","Leodonta tellane",1969
"131460","tellane","Leodonta","triangulata","Leodonta tellane",2004
"131463","zenobia","Leodonta",NA,"Leodonta zenobia",1865
"131467","zenobia","Leodonta","angustata","Leodonta zenobia",2004
"131468","zenobia","Leodonta","monticola","Leodonta zenobia",1918
"131469","zenobina","Leodonta",NA,"Leodonta zenobina",1869
"131481","allyni","Leona",NA,"Leona allyni",1971
"131483","binoevatus","Leona",NA,"Leona binoevatus",1891
"131500","halma","Leona",NA,"Leona halma",1937
"131521","lena","Leona",NA,"Leona lena",1937
"131531","leonora","Leona",NA,"Leona leonora",1879
"131563","leonora","Leona","dux","Leona leonora",1937
"131565","lissa","Leona",NA,"Leona lissa",1937
"131578","lissa","Leona","lima","Leona lissa",1937
"131579","lota","Leona",NA,"Leona lota",1937
"131588","luehderi","Leona",NA,"Leona luehderi",1879
"131611","luehderi","Leona","laura","Leona luehderi",1937
"131612","maracanda","Leona",NA,"Leona maracanda",1876
"131625","meloui","Leona",NA,"Leona meloui",1926
"131644","na","Leona",NA,"Leona na",1965
"131646","stoehri","Leona",NA,"Leona stoehri",1893
"131671","lepeletier","Lepella",NA,"Lepella lepeletier",1824
"131694","abri","Lepidochrysops",NA,"Lepidochrysops abri",2001
"131696","abyssiniensis","Lepidochrysops",NA,"Lepidochrysops abyssiniensis",1911
"131709","abyssiniensis","Lepidochrysops","kivuensis","Lepidochrysops abyssiniensis",1921
"131710","abyssiniensis","Lepidochrysops","loveni","Lepidochrysops abyssiniensis",1921
"131711","abyssiniensis","Lepidochrysops","oculus","Lepidochrysops abyssiniensis",1932
"131712","aethiopia","Lepidochrysops",NA,"Lepidochrysops aethiopia",1923
"131726","albilinea","Lepidochrysops",NA,"Lepidochrysops albilinea",1959
"131729","anerius","Lepidochrysops",NA,"Lepidochrysops anerius",1924
"131736","anerius","Lepidochrysops","kiellandi","Lepidochrysops anerius",1973
"131737","ansorgei","Lepidochrysops",NA,"Lepidochrysops ansorgei",1959
"131741","arabicus","Lepidochrysops",NA,"Lepidochrysops arabicus",1954
"131746","asteris","Lepidochrysops",NA,"Lepidochrysops asteris",1824
"131748","auratus","Lepidochrysops",NA,"Lepidochrysops auratus",1979
"131751","australis","Lepidochrysops",NA,"Lepidochrysops australis",1964
"131754","azureus","Lepidochrysops",NA,"Lepidochrysops azureus",1879
"131757","bacchus","Lepidochrysops",NA,"Lepidochrysops bacchus",1938
"131761","badhami","Lepidochrysops",NA,"Lepidochrysops badhami",1956
"131764","balli","Lepidochrysops",NA,"Lepidochrysops balli",1985
"131766","barnesi","Lepidochrysops",NA,"Lepidochrysops barnesi",1953
"131771","braueri","Lepidochrysops",NA,"Lepidochrysops braueri",1966
"131773","budama","Lepidochrysops",NA,"Lepidochrysops budama",1957
"131777","butha","Lepidochrysops",NA,"Lepidochrysops butha",1911
"131778","caerulea","Lepidochrysops",NA,"Lepidochrysops caerulea",1961
"131782","carsoni","Lepidochrysops",NA,"Lepidochrysops carsoni",1901
"131786","chala","Lepidochrysops",NA,"Lepidochrysops chala",1980
"131791","chalceus","Lepidochrysops",NA,"Lepidochrysops chalceus",1979
"131794","chittyi","Lepidochrysops",NA,"Lepidochrysops chittyi",1994
"131796","chloauges","Lepidochrysops",NA,"Lepidochrysops chloauges",1923
"131814","cinerea","Lepidochrysops",NA,"Lepidochrysops cinerea",1923
"131826","coxii","Lepidochrysops",NA,"Lepidochrysops coxii",1945
"131829","cupreus","Lepidochrysops",NA,"Lepidochrysops cupreus",1910
"131836","delicata","Lepidochrysops",NA,"Lepidochrysops delicata",1923
"131841","desmondi","Lepidochrysops",NA,"Lepidochrysops desmondi",1951
"131847","dollmani","Lepidochrysops",NA,"Lepidochrysops dollmani",1923
"131853","dukei","Lepidochrysops",NA,"Lepidochrysops dukei",1965
"131855","dunni","Lepidochrysops",NA,"Lepidochrysops dunni",2003
"131857","elgonae","Lepidochrysops",NA,"Lepidochrysops elgonae",1950
"131861","elgonae","Lepidochrysops","moyo","Lepidochrysops elgonae",1957
"131862","erici","Lepidochrysops",NA,"Lepidochrysops erici",2003
"131864","evae","Lepidochrysops",NA,"Lepidochrysops evae",2003
"131866","flavisquamosa","Lepidochrysops",NA,"Lepidochrysops flavisquamosa",1959
"131870","forsskali","Lepidochrysops",NA,"Lepidochrysops forsskali",1982
"131874","frederikeae","Lepidochrysops",NA,"Lepidochrysops frederikeae",2013
"131876","fulvescens","Lepidochrysops",NA,"Lepidochrysops fulvescens",1961
"131879","fumosa","Lepidochrysops",NA,"Lepidochrysops fumosa",1886
"131888","glauca","Lepidochrysops",NA,"Lepidochrysops glauca",1887
"131916","glauca","Lepidochrysops","swinburnei","Lepidochrysops glauca",1939
"131917","grahami","Lepidochrysops",NA,"Lepidochrysops grahami",1893
"131921","grandis","Lepidochrysops",NA,"Lepidochrysops grandis",1937
"131924","guichardi","Lepidochrysops",NA,"Lepidochrysops guichardi",1949
"131928","gydoae","Lepidochrysops",NA,"Lepidochrysops gydoae",1994
"131930","handmani","Lepidochrysops",NA,"Lepidochrysops handmani",1980
"131933","haveni","Lepidochrysops",NA,"Lepidochrysops haveni",1983
"131935","hawkeri","Lepidochrysops",NA,"Lepidochrysops hawkeri",1929
"131940","heathi","Lepidochrysops",NA,"Lepidochrysops heathi",1998
"131942","hypopolia","Lepidochrysops",NA,"Lepidochrysops hypopolia",1887
